受理号,药品名称,注册申请人,承办日期,申请日期,公示日期,状态,拟定适应症（或功能主治）
CXHB1600011,磷酸依米他韦,广东东阳光药业有限公司,2016-04-21,2016-09-09,2016-10-28,已纳入,"磷酸依米他韦是一种丙肝病毒（hepatitis C virus，HCV）NS5A蛋白抑制剂，拟定与其他药物联合用于肝功能代偿慢性丙型肝炎的抗病素治疗。
1）与聚乙二醇干扰素和利巴韦林联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗；
2）与其他DAA药物联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗。"
CXHB1600012,磷酸依米他韦胶囊,广东东阳光药业有限公司,2016-04-21,2016-09-09,2016-10-28,已纳入,磷酸依米他韦是一种丙肝病毒（hepatitis C virus，HCV）NS5A蛋白抑制剂，拟定与其他药物联合用于肝功能代偿慢性丙型肝炎的抗病素治疗。 1）与聚乙二醇干扰素和利巴韦林联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗； 2）与其他DAA药物联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗。 
CXHB1600013,磷酸依米他韦胶囊,广东东阳光药业有限公司,2016-04-21,2016-09-09,2016-10-28,已纳入,磷酸依米他韦是一种丙肝病毒（hepatitis C virus，HCV）NS5A蛋白抑制剂，拟定与其他药物联合用于肝功能代偿慢性丙型肝炎的抗病素治疗。 1）与聚乙二醇干扰素和利巴韦林联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗； 2）与其他DAA药物联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗。
CXHB1600014,磷酸依米他韦胶囊,广东东阳光药业有限公司,2016-04-21,2016-09-09,2016-10-28,已纳入,磷酸依米他韦是一种丙肝病毒（hepatitis C virus，HCV）NS5A蛋白抑制剂，拟定与其他药物联合用于肝功能代偿慢性丙型肝炎的抗病素治疗。 1）与聚乙二醇干扰素和利巴韦林联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗； 2）与其他DAA药物联合用于肝功能代偿的基因1型（包括初治患者和以干扰素为基础的治疗方案部分应答、无应答、复发患者）慢性丙肝患者的抗病毒治疗。 
CXHB1600031,苯甲酸复格列汀,深圳信立泰药业股份有限公司,2016-07-15,2016-09-01,2016-10-28,已纳入,    本品拟用于治疗II型糖尿病。单药治疗：本品配合饮食控制和运动，用于改善2型糖尿病患者的血糖控制；与盐酸二甲双胍联合治疗：当单独使用盐酸二甲双胍血糖控制不佳时，可与盐酸二甲双呱联合使用，在饮食和运动基础上改善II型糖尿病患者的血糖控制。
CXHB1600032,苯甲酸复格列汀片,深圳信立泰药业股份有限公司,2016-07-15,2016-09-01,2016-10-28,已纳入,    本品拟用于治疗II型糖尿病。单药治疗：本品配合饮食控制和运动，用于改善2型糖尿病患者的血糖控制；与盐酸二甲双胍联合治疗：当单独使用盐酸二甲双胍血糖控制不佳时，可与盐酸二甲双呱联合使用，在饮食和运动基础上改善II型糖尿病患者的血糖控制。
CXHL1600140,维帕他韦喷雾干燥分散体,吉立亚（杭州）医药有限公司,2016-07-14,,2016-10-28,已纳入,
CXHL1600141,索磷布韦维帕他韦片,吉立亚(杭州)医药有限公司,2016-07-14,2016-09-02,2016-10-28,已纳入,本品适用于治疗成人慢性丙型肝炎病毒（HCV）感染
CYHL1600001,索磷布韦,上海合全药业股份有限公司,2016-08-22,,2016-10-28,已纳入,
CXHL1600145,TP-168,上海唐润医药科技有限公司,2016-08-17,2016-09-12,2016-10-28,已纳入,抗丙型病毒性肝炎
CXHL1600166,HEISCO-149,四川海思科制药有限公司,2016-08-23,2016-09-06,2016-10-28,已纳入,对应制剂HEISCO-149片用于慢性成人乙肝的治疗；与其他抗逆转录病毒药物合用，用于HIV-1感染的治疗。具体适应症待临床研究后确定。
CXHL1600167,HEISCO-149片,四川海思科制药有限公司,2016-08-23,2016-09-06,2016-10-28,已纳入,用于慢性成人乙肝的治疗；与其他抗逆转录病毒药物合用，用于HIV-1感染的治疗。具体适应症待临床研究后确定。
CXHL1600166,HEISCO-149,四川海思科制药有限公司,2016-08-23,2016-09-06,2016-10-28,已纳入,对应制剂HEISCO-149片用于慢性成人乙肝的治疗；与其他抗逆转录病毒药物合用，用于HIV-1感染的治疗。具体适应症待临床研究后确定。
CXHL1600167,HEISCO-149片,四川海思科制药有限公司,2016-08-23,2016-09-06,2016-10-28,已纳入,用于慢性成人乙肝的治疗；与其他抗逆转录病毒药物合用，用于HIV-1感染的治疗。具体适应症待临床研究后确定。
CXHL1600168,HEISCO-149片,四川海思科制药有限公司,2016-08-23,2016-09-06,2016-10-28,已纳入,用于慢性成人乙肝的治疗；与其他抗逆转录病毒药物合用，用于HIV-1感染的治疗。具体适应症待临床研究后确定。
CXHL1600173,ZN2007Na,爱博新药研发（上海）有限公司,2016-09-09,2016-09-12,2016-10-28,已纳入,基因1型丙型肝炎病毒感染的慢性丙型肝炎
CXHL1600174,ZN2007Na片,爱博新药研发（上海）有限公司,2016-09-12,2016-09-12,2016-10-28,已纳入,基因1型丙型肝炎病毒感染的慢性丙型肝炎
CXHL1600175,ZN2007Na片,爱博新药研发（上海）有限公司,2016-09-12,2016-09-12,2016-10-28,已纳入,基因1型丙型肝炎病毒感染的慢性丙型肝炎
CXHL1600206,磷丙替诺福韦片,吉立亚(杭州)医药有限公司,2016-08-31,2016-09-06,2016-10-28,已纳入,适用于治疗成人慢性乙型肝炎病毒（HBV）感染
CXHS1500144,艾普拉唑钠,珠海保税区丽珠合成制药有限公司,2016-06-29,2016-09-23,2016-10-28,已纳入,消化性溃疡、应激状态时并发的急性胃黏膜损害等所引起的上消化道出血的治疗和预防，以及口服疗法不适用时的下列病症的替代疗法：消化性溃疡、胃食管反流病。
CXHS1500145,注射用艾普拉唑钠,丽珠集团丽珠制药厂,2016-06-29,2016-09-23,2016-10-28,已纳入,消化性溃疡、应激状态时并发的急性胃黏膜损害等所引起的上消化道出血的治疗和预防，以及口服疗法不适用时的下列病症的替代疗法：消化性溃疡、胃食管反流病。
JXHL1600103,Elbasvir/Grazoprevir片,默沙东研发（中国）有限公司,2016-09-12,2016-09-23,2016-10-28,已纳入,用于治疗成人基因1、3或4型慢性丙型肝炎感染
CXSL1600048,重组人源化抗人白介素6受体单克隆抗体注射液,百奥泰生物科技（广州）有限公司,2016-07-15,2016-09-08,2016-10-28,已纳入,适应症为改善病情的抗风湿药物（DMARDs）应答不足的中到重度活动性类风湿性关节炎(RA)，及多关节型幼年特发性关节炎（PJIA）、全身型幼年特发性关节炎（SJIA）和Castleman’s Disease。
CXSL1600050,重组人源化抗PCSK9单克隆抗体注射液,苏州君盟生物医药科技有限公司,2016-08-29,2016-09-21,2016-10-28,已纳入,"原发性高胆固醇血症（杂合子家族性(HeFH)和非家族性）和混合型高血脂症、纯合子家族性高胆固醇血症(HoFH)，或患有动脉粥样硬化性心血管疾病（Atherosclerosis Cardio-Vascular Disease, ASCVD）且需要进一步降低低密度脂蛋白（LDL-C）水平的患者。"
CXSL1600063,Sabin株脊髓灰质炎灭活疫苗（Vero细胞）,北京民海生物科技有限公司,2016-09-28,2016-10-09,2016-10-28,已纳入,Sabin株脊髓灰质炎灭活疫苗（Vero细胞）用于婴幼儿、儿童和成人，主要用于2月龄（含2月龄）以上的婴幼儿。接种本疫苗后，可刺激机体产生抗脊髓灰质炎病毒的免疫力，预防由脊髓灰质炎Ⅰ型、Ⅱ型和Ⅲ型病毒感染导致的脊髓灰质炎。
CXZL1600011,小儿麻龙止咳平喘颗粒,海南葫芦娃药业集团股份有限公司,2016-08-31,2016-09-01,2016-10-28,已纳入,清肺化痰，降气止咳，用于素有风痰，郁而化热，痰热互结，肺失宣肃，气机上逆而致的反复咳嗽，夜间或晨起尤甚，痰粘难咯等，儿童咳嗽变异性哮喘痰热蕴肺证见上述症状者。
CYSB1500500,重组人GM-CSF单纯疱疹病毒注射液,北京奥源和力生物技术有限公司,2016-08-03,2016-09-14,2016-10-28,已纳入,恶性肿瘤
JXSL1600015,Idarucizumab注射液,勃林格殷格翰（中国）投资有限公司,2016-03-25,2016-09-14,2016-10-28,已纳入,"Idarucizumab是达比加群的一种特异性逆转剂，适用于接受达比加群酯治疗的患者需要快速逆转达比加群抗凝效果的以下情况：
1)急诊外科手术/紧急操作
2)危及生命或无法控制的出血 
"
JXSL1600042,Ixekizumab注射剂,美国礼来亚洲公司上海代表处,2016-08-05,2016-09-21,2016-10-28,已纳入,银屑病
JXSL1600046,依洛尤单抗注射液,安进生物技术咨询（上海）有限公司,2016-09-12,2016-09-19,2016-10-28,已纳入,可与饮食疗法和其他降低密度脂蛋白治疗（例如他汀类药物、依折麦布、低密度脂蛋白分离术）合用，用于在纯合子型家族性高胆固醇血症患者的进一步降低低密度脂蛋白胆固醇治疗
CXHL1500261,钆塞酸二钠,连云港润众制药有限公司;江苏省原子医学研究所;连云港润众制药有限公司;正大天晴药业集团股份有限公司,2015-05-01,,2016-10-10,已纳入,
CYHS1500266,钆塞酸二钠注射液,正大天晴药业集团股份有限公司,2015-06-09,,2016-10-10,已纳入,
CXHL1501084,伏拉瑞韦,;太景医药研发（北京）有限公司,2015-10-13,,2016-10-10,已纳入,
CXHL1501085,伏拉瑞韦胶囊,;太景医药研发(北京)有限公司,2015-10-13,,2016-10-10,已纳入,
CXHS1300369,富马酸替诺福韦二吡呋酯,福建广生堂药业股份有限公司,2014-03-19,,2016-10-10,已纳入,
CXHS1400157,富马酸替诺福韦二吡呋酯胶囊,福建广生堂药业股份有限公司,2014-07-23,,2016-10-10,已纳入,
CXHS1300237,帕立骨化醇,江苏盛迪医药有限公司;江苏盛迪医药有限公司,2013-10-16,,2016-10-10,已纳入,
CYHS1301372,帕立骨化醇注射液,江苏恒瑞医药股份有限公司,2013-11-07,,2016-10-10,已纳入,
CXHL1401836,KW-136,;北京凯因科技股份有限公司;北京富瑞天成生物技术有限公司,2015-01-04,,2016-10-10,已纳入,
CXHL1401837,KW-136胶囊,;北京凯因科技股份有限公司;北京富瑞天成生物技术有限公司,2015-01-04,,2016-10-10,已纳入,
CXHL1401838,KW-136胶囊,;北京凯因科技股份有限公司;北京富瑞天成生物技术有限公司,2015-01-04,,2016-10-10,已纳入,
CXHL1402079,丁酸氯倍他松,重庆华邦胜凯制药有限公司;重庆华邦制药有限公司;重庆华邦胜凯制药有限公司,2015-02-13,,2016-10-10,已纳入,
CYHS1401893,丁酸氯倍他松乳膏,重庆华邦制药有限公司,2015-02-13,,2016-10-10,已纳入,
CXHL1500394,盐酸普萘洛尔口服溶液,;武汉科福新药有限责任公司;,2015-05-13,,2016-10-10,已纳入,
CXHL1500710,ASC16片,;歌礼生物科技（杭州）有限公司,2015-04-30,,2016-10-10,已纳入,
CXHL1501105,醋酸加尼瑞克,连云港润众制药有限公司;连云港润众制药有限公司;正大天晴药业集团股份有限公司;上海医药工业研究院;,2015-09-14,,2016-10-10,已纳入,
CYHS1500865,醋酸加尼瑞克注射液,正大天晴药业集团股份有限公司,2015-09-21,,2016-10-10,已纳入,
CXHL1502031,盐酸右美托咪定鼻喷剂,;江苏恒瑞医药股份有限公司;上海恒瑞医药有限公司,2015-12-01,,2016-10-10,已纳入,
CXHS1100012,曲伏前列素,武汉武药制药有限公司;武汉武药科技有限公司;,2011-05-09,,2016-10-10,已纳入,
CYHS1100050,曲伏前列素滴眼液,湖北远大天天明制药有限公司,2011-06-03,,2016-10-10,已纳入,
CYHS1401461,曲伏噻吗滴眼液,湖北远大天天明制药有限公司,2015-05-05,,2016-10-10,已纳入,
CYHS1200781,注射用醋酸西曲瑞克,深圳翰宇药业股份有限公司,2013-02-04,,2016-10-10,已纳入,
CYHS1200814,钆布醇注射液,江苏恒瑞医药股份有限公司,2012-11-08,,2016-10-10,已纳入,
CXHS1200215,氯法拉滨,贝达药业股份有限公司;浙江贝达药业有限公司;,2013-04-25,,2016-10-10,已纳入,
CXHS1200249,氯法拉滨注射液,贝达药业股份有限公司;贝达药业股份有限公司,2013-04-07,,2016-10-10,已纳入,
CXHS1200289,贝美前列素,武汉武药制药有限公司;武汉武药科技有限公司;武汉武药制药有限公司,2012-12-21,,2016-10-10,已纳入,
CYHS1201399,贝美前列素滴眼液,湖北远大天天明制药有限公司,2013-02-28,,2016-10-10,已纳入,
CYHS1201504,注射用硼替佐米,江苏豪森药业股份有限公司,2013-01-07,,2016-10-10,已纳入,
CXHS1200312,醋酸卡泊芬净,江苏盛迪医药有限公司;江苏恒瑞医药股份有限公司,2012-12-26,,2016-10-10,已纳入,
CYHS1300223,磺达肝癸钠注射液,江苏恒瑞医药股份有限公司,2013-05-06,,2016-10-10,已纳入,
CYHS1300931,布林佐胺滴眼液,齐鲁制药有限公司,2014-05-22,,2016-10-10,已纳入,
CXHS1300157,帕瑞昔布钠,四川科伦药业股份有限公司;四川科伦药业股份有限公司;四川科伦药物研究院有限公司,2013-08-07,,2016-10-10,已纳入,
CYHS1300953,注射用帕瑞昔布钠,湖南科伦制药有限公司,2013-08-07,,2016-10-10,已纳入,
CYHS1300954,注射用帕瑞昔布钠,湖南科伦制药有限公司,2013-08-07,,2016-10-10,已纳入,
CYHS1301316,注射用米卡芬净钠,江苏豪森药业股份有限公司,2013-12-10,,2016-10-10,已纳入,
CXHS1400008,吉非替尼,齐鲁安替（临邑）制药有限公司;齐鲁安替（临邑）制药有限公司;齐鲁制药有限公司,2014-01-26,,2016-10-10,已纳入,
CXHS1400204,来那度胺,新乡双鹭药业有限公司;新乡双鹭药业有限公司;南京卡文迪许生物工程技术有限公司,2014-08-28,,2016-10-10,已纳入,
CXHS1400266,来那度胺胶囊,北京双鹭药业股份有限公司;北京双鹭药业股份有限公司;南京卡文迪许生物工程技术有限公司,2015-01-19,,2016-10-10,已纳入,
CXHS1400267,来那度胺胶囊,北京双鹭药业股份有限公司;北京双鹭药业股份有限公司;南京卡文迪许生物工程技术有限公司,2015-01-19,,2016-10-10,已纳入,
CXHS1400268,来那度胺胶囊,北京双鹭药业股份有限公司;北京双鹭药业股份有限公司;南京卡文迪许生物工程技术有限公司,2015-01-19,,2016-10-10,已纳入,
CXHS1500143,盐酸决奈达隆片,石药集团欧意药业有限公司;石药集团欧意药业有限公司;石药集团中奇制药技术（石家庄）有限公司,2015-10-21,,2016-10-10,已纳入,
CYHS1490010,吉非替尼片,齐鲁制药（海南）有限公司,2014-01-28,,2016-10-10,已纳入,
CXHS1200147,醋酸西曲瑞克,深圳翰宇药业股份有限公司;深圳翰宇药业股份有限公司;,2013-01-30,,2016-10-10,已纳入,
CYHS1201505,注射用硼替佐米,江苏豪森药业股份有限公司,2013-01-07,,2016-10-10,已纳入,
CYHS1201509,注射用醋酸卡泊芬净,江苏恒瑞医药股份有限公司,2013-01-07,,2016-10-10,已纳入,
CXHS1300039,磺达肝癸钠,江苏盛迪医药有限公司;江苏盛迪医药有限公司,2013-04-23,,2016-10-10,已纳入,
CXHS1300156,布林佐胺,齐鲁制药有限公司;齐鲁制药有限公司,2013-10-30,,2016-10-10,已纳入,
CXHS1300230,米卡芬净钠,连云港宏创药业有限公司;连云港宏创药业有限公司;江苏豪森医药研究院有限公司,2013-10-16,,2016-10-10,已纳入,
